triangle
55
5369,8931,1242256813852
5369,8931,1242256813859
5380,8915,1242256813867
5388,8895,1242256813875
5402,8862,1242256813882
5430,8818,1242256813890
5468,8751,1242256813897
5516,8674,1242256813905
5577,8574,1242256813912
5649,8463,1242256813920
5727,8336,1242256813927
5818,8200,1242256813935
5910,8056,1242256813942
6002,7914,1242256813950
6091,7776,1242256813957
6177,7654,1242256813965
6254,7543,1242256813972
6324,7454,1242256813980
6385,7388,1242256813987
6435,7349,1242256813995
6471,7338,1242256814002
6502,7360,1242256814010
6527,7413,1242256814017
6546,7493,1242256814025
6560,7601,1242256814032
6577,7726,1242256814040
6591,7870,1242256814047
6604,8020,1242256814055
6621,8172,1242256814062
6638,8319,1242256814070
6654,8449,1242256814078
6677,8568,1242256814085
6699,8668,1242256814093
6715,8746,1242256814100
6729,8804,1242256814108
6740,8851,1242256814115
6749,8879,1242256814123
6746,8893,1242256814130
6732,8901,1242256814138
6704,8893,1242256814145
6657,8881,1242256814153
6596,8870,1242256814160
6518,8859,1242256814168
6427,8845,1242256814175
6316,8837,1242256814183
6204,8837,1242256814190
6091,8837,1242256814198
5977,8843,1242256814205
5874,8854,1242256814213
5780,8859,1242256814220
5710,8876,1242256814228
5652,8870,1242256814235
5616,8857,1242256814243
5596,8837,1242256814250
5591,8812,1242256814258
