box
102
14422,10389,1210366019530
14403,10450,1210366019537
14384,10505,1210366019545
14356,10580,1210366019552
14323,10685,1210366019560
14284,10810,1210366019567
14239,10957,1210366019575
14192,11118,1210366019582
14139,11292,1210366019590
14086,11461,1210366019597
14034,11630,1210366019605
13984,11788,1210366019612
13931,11932,1210366019620
13884,12063,1210366019627
13842,12176,1210366019635
13800,12271,1210366019642
13773,12356,1210366019650
13745,12428,1210366019657
13728,12492,1210366019665
13725,12548,1210366019672
13734,12589,1210366019680
13761,12628,1210366019687
13803,12658,1210366019695
13861,12683,1210366019703
13939,12703,1210366019710
14039,12714,1210366019718
14153,12717,1210366019725
14284,12717,1210366019733
14425,12714,1210366019740
14570,12711,1210366019748
14725,12703,1210366019755
14878,12697,1210366019763
15031,12695,1210366019770
15172,12695,1210366019778
15306,12695,1210366019785
15425,12697,1210366019793
15539,12703,1210366019800
15642,12711,1210366019808
15731,12719,1210366019815
15811,12725,1210366019823
15883,12728,1210366019830
15947,12728,1210366019838
16003,12728,1210366019845
16053,12728,1210366019853
16097,12717,1210366019860
16136,12708,1210366019868
16172,12695,1210366019875
16203,12675,1210366019883
16228,12653,1210366019890
16247,12625,1210366019898
16267,12589,1210366019906
16283,12550,1210366019913
16300,12501,1210366019921
16314,12440,1210366019928
16330,12373,1210366019936
16350,12293,1210366019943
16369,12204,1210366019951
16397,12107,1210366019958
16428,12002,1210366019966
16464,11885,1210366019973
16503,11763,1210366019981
16547,11636,1210366019988
16594,11508,1210366019996
16644,11387,1210366020003
16692,11265,1210366020011
16739,11154,1210366020018
16786,11048,1210366020026
16828,10954,1210366020033
16861,10871,1210366020041
16892,10796,1210366020048
16914,10735,1210366020056
16930,10677,1210366020063
16941,10627,1210366020071
16947,10586,1210366020078
16947,10547,1210366020086
16936,10511,1210366020093
16922,10480,1210366020101
16900,10455,1210366020109
16869,10431,1210366020116
16833,10411,1210366020124
16783,10397,1210366020131
16722,10386,1210366020139
16642,10381,1210366020146
16553,10381,1210366020154
16450,10383,1210366020161
16328,10386,1210366020169
16189,10394,1210366020176
16036,10400,1210366020184
15875,10414,1210366020191
15703,10422,1210366020199
15528,10433,1210366020206
15350,10436,1210366020214
15175,10436,1210366020221
15011,10439,1210366020229
14859,10431,1210366020236
14720,10419,1210366020244
14592,10403,1210366020251
14484,10394,1210366020259
14389,10375,1210366020266
14311,10361,1210366020274
14253,10347,1210366020281
14211,10336,1210366020289
