@RELATION data
@ATTRIBUTE 'Minimum Distance' NUMERIC
@ATTRIBUTE 'Maximum Distance' NUMERIC
@ATTRIBUTE 'Centroid Distance' NUMERIC
@ATTRIBUTE 'Horizontal Overlap' NUMERIC
@ATTRIBUTE 'Vertical Overlap' NUMERIC
@ATTRIBUTE 'Distance Ratio A' NUMERIC
@ATTRIBUTE 'Distance Ratio B' NUMERIC
@ATTRIBUTE 'Time Gap' NUMERIC
@ATTRIBUTE 'Minimum Endpoint to Endpoint Distance' NUMERIC
@ATTRIBUTE 'Minimum Endpoint to Any Point Distance' NUMERIC
@ATTRIBUTE 'Ratio Minimum Endpoint to Endpoint Distance to Overall Minimum Distance' NUMERIC
@ATTRIBUTE 'Ratio Minimum Endpoint to Any Point Distance to Overall Minimum Distance' NUMERIC
@ATTRIBUTE 'Part of Same Closed Path' NUMERIC
@ATTRIBUTE 'class' {Join,NoJoin,Ignore}

@DATA
0.160866932345279,0.172958480222893,0.163088521397264,0.04440501896898,-0.156520591782608,1,0.999749837624929,571.942805719428,0.161110513353838,0.161161163363701,0.999887540969272,0.999884948209808,0,Join
0.319040308886448,0.328160492550299,0.322642090076933,0.0312870095802215,-0.316103116548279,0.991967166555283,0.98382108769454,3839.61603839616,0.321414169821177,0.319727408400332,0.999779480078797,0.999865120363165,0,NoJoin
0.155980589760083,0.175109955283799,0.161890684732082,0.039956855367146,-0.154359293397139,1,0.992036125263995,2899.7100289971,0.159941675602118,0.159237415096444,0.999697227963132,0.999733275544744,0,NoJoin
0.313801171571419,0.340662054188329,0.319633885322234,-0.0312114566565467,-0.245677859843576,0.992231169045435,0.984082922184402,12813.7186281372,0.314271174520148,0.322978722996948,0.999876137508398,0.999434067933578,0,NoJoin
0.156062659688451,0.249815895792007,0.188942844973169,-0.0225416108696223,-0.0839340366924367,0.999995797294426,0.992031956028242,11873.8126187381,0.164618357989596,0.162404607286402,0.9994621183011,0.99957538413888,0,NoJoin
0.000463656484769366,0.233615144378747,0.111253761830623,0.00550353980953641,0.00342199173239098,1,1,7688.23117688231,0.00527650283407522,0.00272775607642363,0.999651656698192,0.999783162184425,0,Join
0.20103558749323,0.282453864068424,0.241713942229964,-0.179052329930592,-0.0790707162779996,0.997947736277944,0.98988379414245,25158.4841515848,0.203013262564297,0.202843992742355,0.999798988569725,0.999807634226346,0,NoJoin
0.184294786499654,0.284262478282953,0.238540887416876,-0.170382484143668,-0.0690744673830696,0.998552156115812,0.990731173613851,24218.5781421858,0.18517998524644,0.18517998524644,0.999854752015893,0.999854752015893,0,NoJoin
0.270251876758835,0.353412918695482,0.299844664358743,-0.142337333464509,-0.22865699214874,0.986395562646714,0.986264775721899,20032.99670033,0.270805934296851,0.270251876758835,0.999871805917408,0.999900009999,0,NoJoin
0.158507652340744,0.309280534447184,0.215225783389475,0.0107808346747037,-0.158231735444038,0.992039299220705,0.991907763988639,10209.9790020998,0.158507652340744,0.158507652340744,0.999900009999,0.999900009999,0,NoJoin
0.271976525873799,0.339085323970211,0.298912785923317,-0.18146470285976,-0.159942819987374,0.994343781214762,0.986181398186153,26883.3116688331,0.276168610545601,0.304723198133721,0.999686671817448,0.998235926897209,0,NoJoin
0.196758317818819,0.267566690503018,0.228901305634012,-0.172794857072835,0.00180100316376589,0.997916162645806,0.989972108376822,25943.4056594341,0.197366946549394,0.197333586069971,0.999868911723375,0.999870616248374,0,NoJoin
0.158425773898723,0.300270940914621,0.226213847424583,-0.144749706393677,-0.0642114130000539,0.99191515383251,0.991911922455259,21757.8242175782,0.159187739040125,0.158425773898723,0.999861000794629,0.999900009999,0,Join
0.000526766066736159,0.248460185498364,0.122520378366835,0.00836846174553598,0.00621384370464866,1,0.999996742284621,11934.8065193481,0.0104231955547376,0.000587371180485959,0.999389468395831,0.999896881886819,0,Join
0.0789407398802775,0.178275114340242,0.108622966895685,0.0406355310821596,-0.0724966955878352,0.996097418983419,0.995968590264414,897.910208979102,0.0826694963113317,0.0817460539232202,0.999708363531856,0.999755818750195,0,NoJoin
0.383801448594965,0.50959076476113,0.445620982151105,-0.366699189196808,-0.105637796379913,0.988715386578284,0.980798727392368,30466.9533046695,0.384139739015671,0.383801448594965,0.999882888246771,0.999900009999,0,NoJoin
0.361280792270471,0.502553077487959,0.433949438204584,-0.358029343409884,-0.0451190768630386,0.989596149299269,0.981918076791023,29527.0472952705,0.361280792270471,0.361280792270471,0.999900009999,0.999900009999,0,NoJoin
0.390134604809104,0.530769326344597,0.443950429732933,-0.329984192730725,-0.204701601628709,0.980484408659932,0.980281757712932,25341.4658534147,0.390868322057859,0.390134604809104,0.999862887316773,0.999900009999,0,NoJoin
0.224037728846773,0.473245596635483,0.334722905277325,-0.176866024591513,-0.134276344924007,0.988795115188807,0.988590746547437,15518.4481551845,0.224037728846773,0.224037728846773,0.999900009999,0.999900009999,0,NoJoin
0.1429911192413,0.275661955241723,0.206978719770965,-0.140075475201755,-0.0181916719803749,0.99290166297037,0.992828085386966,4481.55184481552,0.1429911192413,0.1429911192413,0.999900009999,0.999900009999,0,NoJoin
