@RELATION data
@ATTRIBUTE 'Minimum Distance' NUMERIC
@ATTRIBUTE 'Maximum Distance' NUMERIC
@ATTRIBUTE 'Centroid Distance' NUMERIC
@ATTRIBUTE 'Horizontal Overlap' NUMERIC
@ATTRIBUTE 'Vertical Overlap' NUMERIC
@ATTRIBUTE 'Distance Ratio A' NUMERIC
@ATTRIBUTE 'Distance Ratio B' NUMERIC
@ATTRIBUTE 'Time Gap' NUMERIC
@ATTRIBUTE 'Minimum Endpoint to Endpoint Distance' NUMERIC
@ATTRIBUTE 'Minimum Endpoint to Any Point Distance' NUMERIC
@ATTRIBUTE 'Ratio Minimum Endpoint to Endpoint Distance to Overall Minimum Distance' NUMERIC
@ATTRIBUTE 'Ratio Minimum Endpoint to Any Point Distance to Overall Minimum Distance' NUMERIC
@ATTRIBUTE 'Part of Same Closed Path' NUMERIC
@ATTRIBUTE 'class' {Join,NoJoin,Ignore}

@DATA
0.0213661632426762,0.206546030265338,0.111355666708301,-0.0057297847539055,0.0960014879981246,0.999855771805449,0.998912733478377,1.84448995837512E+19,0.0317762320692207,0.0227422613204996,0.99936356152579,0.999829064303943,0,Join
0.024348311290459,0.211545447773657,0.132322563504036,-0.0145503225615242,0.0944707136403977,0.999702044617539,0.998848602498879,1.84448995837512E+19,0.025423617922381,0.024348311290459,0.999844579479919,0.999900009999,0,Join
0.00201561510639612,0.193918667129598,0.0994101883131542,0.144372769428613,-0.00180121007709364,1,0.9999104456705,1.84448995837512E+19,0.00490038495038531,0.172643559151448,0.999751146734405,0.991170637136667,0,Join
0.0185691194592973,0.198924482871176,0.0365280259645488,-0.003844922574308,0.192003182909577,1,0.999056825640594,1.84448995837512E+19,0.0194872548209902,0.0185691194592973,0.999852666945184,0.999900009999,0,Join
0.000280604523448882,0.192824643978637,0.0756736845701388,0.025557402180597,0.0968122039752884,1,1,1.84448995837512E+19,0.00540310999697609,0.00192843323766997,0.999635679343466,0.999814963771883,0,Join
0.00552059894692672,0.199186299316852,0.116733629235528,0.0167368643729783,0.0942004848343588,0.999819119430817,0.999729581299955,1.84448995837512E+19,0.00599903309038933,0.00552059894692672,0.999875322680993,0.999900009999,0,Join
0.198005080307657,0.402832642259416,0.246204250243192,-0.191642651215499,0.143192003744296,0.99083098656685,0.989901928187685,17343.2656734327,0.223769854053376,0.198005080307657,0.998585316143857,0.999900009999,0,NoJoin
0.0511922188068149,0.374050200952686,0.179727351618455,-0.0319656261771415,0.0469200800268045,0.997384308163341,0.99737879883044,17040.295970403,0.0557950616209088,0.0551738637510242,0.99966311096174,0.999695076210598,0,NoJoin
0.0519461228651503,0.36270213542172,0.115024824383164,-0.0327195592253618,0.0951010898729056,0.997429411199238,0.99734559619616,16551.3448655134,0.0600379083128493,0.0600379083128493,0.999483633054051,0.999483633054051,0,NoJoin
0.165187618391879,0.377316488564523,0.225671108642217,-0.160355464280997,0.142921774938257,0.991564724997554,0.991559247810757,16205.3794620538,0.197567967345847,0.165187618391879,0.998245532281819,0.999900009999,0,NoJoin
0.197322829545222,0.401656764952363,0.300715966111491,-0.19367802806151,0.0681738623445228,0.990865530507182,0.989936439737693,21371.8628137186,0.224116698950709,0.197322829545222,0.998532828888828,0.999900009999,0,NoJoin
0.0533656541015357,0.373377853144742,0.208384271943929,-0.0340010030231523,0.0444885232762498,0.997272713317375,0.997267204600898,21068.8931106889,0.0533698049166465,0.0533656541015357,0.999899796338245,0.999900009999,0,NoJoin
0.0575447932524212,0.35226460340707,0.18168592669009,-0.0347549360713726,0.0218841289911794,0.997141996790626,0.997058205939272,20579.9420057994,0.0575447932524212,0.0575447932524212,0.999900009999,0.999900009999,0,NoJoin
0.164820024260939,0.376871361708006,0.272708779574318,-0.162390841127008,0.0681738623445228,0.991583381912472,0.991577904622619,20233.9766023398,0.198089323966069,0.164820024260939,0.998200156525759,0.999900009999,0,NoJoin
0.000387612346778051,0.197461516909508,0.0878798779172979,0.165482185361657,0.0681738623445228,1,1,622.937706229377,0.00289768854491971,0.00237164563860243,0.999770468724936,0.999797614231501,1,Join
0.448214100268104,0.719691850496785,0.549010094900243,-0.438608901232869,-0.0481816010270375,0.984916684016677,0.978322688785534,202010.798920108,0.452760269765065,0.464753340762065,0.999670713057084,0.999066318160443,0,NoJoin
0.317849844368076,0.696277151215187,0.498073625417916,-0.278931876194511,-0.144453524744529,0.991437765970029,0.983871274025654,201707.829217078,0.318878084605155,0.333615870499468,0.999847795619424,0.999100004749166,0,NoJoin
0.314055161826627,0.592048811418746,0.4194817369438,-0.279685809242732,-0.0475512247945297,0.99162887721798,0.984149061552947,201218.878112189,0.317090561828013,0.3300625902051,0.999745857388257,0.999087608939316,0,NoJoin
0.42292253849094,0.701019831337524,0.536172508475812,-0.407321714298367,-0.0484518298330765,0.986175103265158,0.978648775107487,200872.912708729,0.43350753627194,0.43350753627194,0.999365611312025,0.999365611312025,0,NoJoin
0.149262309519096,0.525312531326191,0.31848075037032,-0.0730404046950634,-0.0159408983601784,1,0.992373644131761,181261.873812619,0.163958340882014,0.162433195285194,0.999147822706356,0.999225831633907,0,NoJoin
0.149368169798648,0.523356186295545,0.325312227448999,-0.0794486878097016,-0.120768185676256,0.999994577159172,0.992368262647446,179361.063893611,0.152417752980616,0.161178491822804,0.99974383085526,0.999295436002118,0,NoJoin
0.030312651015427,0.211046615613747,0.0774391361800037,-0.00647608022846383,0.162454503176147,0.999795981239833,0.998572248849687,892.910708929107,0.0326425615547427,0.0304091239684989,0.999789579517281,0.999895436998236,0,Join
0.0260090798481883,0.21007270755415,0.12083938042852,-0.0015574707467835,0.0629645909231553,1,0.998776017894543,3600.6399360064,0.0260090798481883,0.0260090798481883,0.999900009999,0.999900009999,0,Join
0.000195672167782779,0.193968953217563,0.0955524760613397,0.154850286763521,0.0742258970103858,1,1,760.923907609239,0.00331453284437857,0.00519535373331042,0.999751979954415,0.999662732001449,1,Join
