@RELATION data
@ATTRIBUTE 'Minimum Distance' NUMERIC
@ATTRIBUTE 'Maximum Distance' NUMERIC
@ATTRIBUTE 'Centroid Distance' NUMERIC
@ATTRIBUTE 'Horizontal Overlap' NUMERIC
@ATTRIBUTE 'Vertical Overlap' NUMERIC
@ATTRIBUTE 'Distance Ratio A' NUMERIC
@ATTRIBUTE 'Distance Ratio B' NUMERIC
@ATTRIBUTE 'Time Gap' NUMERIC
@ATTRIBUTE 'Minimum Endpoint to Endpoint Distance' NUMERIC
@ATTRIBUTE 'Minimum Endpoint to Any Point Distance' NUMERIC
@ATTRIBUTE 'Ratio Minimum Endpoint to Endpoint Distance to Overall Minimum Distance' NUMERIC
@ATTRIBUTE 'Ratio Minimum Endpoint to Any Point Distance to Overall Minimum Distance' NUMERIC
@ATTRIBUTE 'Part of Same Closed Path' NUMERIC
@ATTRIBUTE 'class' {Join,NoJoin,Ignore}

@DATA
0.114385960550736,0.225337551541576,0.15958586498716,0.0248788447017706,-0.114193396450874,1,1,1415.85841415858,0.133359572869364,0.114661531225032,0.998927359731033,0.999885869777584,0,NoJoin
0.289490041049366,0.39908018621082,0.329132265614324,0.0247279162087019,-0.289445970030701,0.991996193553963,0.991093975552918,3887.61123887611,0.312334387959216,0.293021973513368,0.998739580862851,0.999720421479392,0,NoJoin
0.132124745619304,0.219002953940307,0.170269001433543,0.0212599897175508,-0.13022377004578,1,0.999090502557462,1644.83551644836,0.147911950576531,0.136476086043424,0.999091308889705,0.999676981498701,0,NoJoin
0.565811929427054,0.656411488515658,0.619621230527448,-0.555401602025008,0.000810509063835953,0.98391008244986,0.977358091467198,33393.6606339366,0.632037168948654,0.604071582028216,0.996589717024966,0.997984909851862,0,NoJoin
0.560873525358243,0.667998015822085,0.618168654532439,-0.558869528516159,-0.00675438999386705,0.984153850122201,0.977600235857473,31150.8849115088,0.604373427263004,0.571258250348611,0.99772264026117,0.999379343726093,0,NoJoin
0.586014130371688,0.716275004880099,0.639180352434799,-0.539644915644619,-0.182006963573694,0.982914125066402,0.977257579568656,27822.2177782222,0.630145750594006,0.588529804684621,0.997693866121127,0.999773989003235,0,NoJoin
0.818289924420527,0.9424908626894,0.866231919135997,-0.757900463484605,-0.273865810277928,0.971606252325181,0.965136194219788,97980.201979802,0.858416196942973,0.832028604170172,0.997916727846237,0.999220074785706,0,NoJoin
0.777167160916604,0.882256373011966,0.822348001619968,-0.761368389975756,-0.114643610293007,0.973589237371152,0.967105974298789,95737.4262573743,0.789590537337966,0.789481554938594,0.999283875722099,0.999289277375893,0,NoJoin
0.742455831221392,0.851876667823652,0.785788090389017,-0.742143777104216,0.0414265902931872,0.975269366571754,0.969656815684667,92408.7591240876,0.754053450794417,0.754053450794417,0.999323813307346,0.999323813307346,0,NoJoin
0.245017125018705,0.396887799811615,0.298514248142428,-0.14143247192322,-0.166426803820921,1,1,63323.6676332367,0.278564098342433,0.265582267757555,0.99819298869888,0.998852871005253,0,NoJoin
0.0643727997714354,0.137049576115746,0.100466773844183,0.0166409407947118,-0.063552057395352,1,1,552.944705529447,0.0755073862196609,0.0689793918675622,0.999373335511854,0.99968204734727,0,NoJoin
0.162891211886119,0.253616636869096,0.209629306416564,0.01778868276441,-0.162650432468986,1,0.99535872328338,3888.61113888611,0.172233692065013,0.163030702642396,0.999460116329538,0.999893439184507,0,NoJoin
0.267638496948393,0.347382046451781,0.309119838128366,0.0229529109560437,-0.267623986514699,0.995089508299165,0.990471022533343,2794.72052794721,0.275821578075515,0.271456825946031,0.999516577372657,0.999721058890793,0,NoJoin
0.703106983869646,0.761428773571806,0.737673444125969,-0.6961300922055,-0.0707005196458289,0.980545561425118,0.97065556577429,27506.2493750625,0.745467604342814,0.71810224596014,0.997957871926544,0.999211647615487,0,NoJoin
0.719398628731573,0.781636227098013,0.751534850041382,-0.689818122044168,-0.175674073691542,0.979812207937647,0.969929609049486,26412.3587641236,0.746764712246302,0.719979327336452,0.998645411949166,0.999873355137696,0,NoJoin
0.672659693056974,0.751188918431437,0.717171486148305,-0.666127390739304,-0.0271247649931995,0.981919065426239,0.976547644159036,22429.7570242976,0.689719336483286,0.688610719405549,0.999115859726332,0.999166780187285,0,NoJoin
0.830483722257242,0.891461366509239,0.859919678332428,-0.810484918208633,-0.147668205411944,0.974840905574063,0.965008448322037,46090.3909609039,0.853897579312035,0.835151127943391,0.998831848570161,0.999686896432185,0,NoJoin
0.808009199674392,0.867979930420911,0.83596276099674,-0.804172948047302,-0.0530743399169494,0.975842615096069,0.966000054384086,44996.500349965,0.812434541120768,0.812434541120768,0.999697739252218,0.999697739252218,0,NoJoin
0.86262027626877,0.951709385902259,0.910791598600297,-0.780482216742437,-0.35174013453129,0.973412118207309,0.968087232748218,41013.898610139,0.871050100660776,0.869666862056355,0.999515734483167,0.999578769480427,0,NoJoin
0.279646273922512,0.377572356954209,0.316888178864832,-0.0836143684693799,-0.259790221708134,1,1,17719.2280771923,0.300203003324955,0.296203287995294,0.9989378876404,0.999124942329193,0,NoJoin
0.090162653196761,0.142769047361984,0.121013176382833,0.0135306843487454,-0.087550138396981,1,1,1288.87111288871,0.0944756544449514,0.0920683037252268,0.999384919655712,0.999672357734106,0,NoJoin
0.211378619442211,0.257960756379446,0.234867883935217,0.0132488066700725,-0.21069764077902,0.985857226215942,0.985721418869194,2339.76602339766,0.217649354081075,0.216844813456191,0.999161970603187,0.999256600758568,0,NoJoin
0.0913155701853915,0.147302022699542,0.114146360436726,0.0197725141431988,-0.0911980645142862,1,0.999862244407064,599.9400059994,0.102407521948489,0.0970110958502317,0.998576581292543,0.999220014341529,0,NoJoin
0.468693710585161,0.510718495976883,0.495061989138742,-0.468419339624133,0.012988149393809,0.972036403278708,0.956722845794953,20808.9191080892,0.484625467992934,0.476393894452126,0.998082038368077,0.999020516406587,0,NoJoin
0.494521212122977,0.536557287648583,0.520723566346941,-0.477238437815989,-0.0977723599110138,0.969174588043097,0.953906115879162,19069.0930906909,0.52255450608839,0.508279948957259,0.996714919651505,0.998334228378764,0,NoJoin
0.535953339137452,0.582773491004714,0.557851973643923,-0.477520315494662,-0.220919862293053,0.964618736244056,0.949552843634242,18176.1823817618,0.549236211786928,0.537334415468776,0.998395396620298,0.999743357780302,0,NoJoin
0.632558688465897,0.681669165363295,0.660450631223001,-0.604974195397104,-0.172494676633105,0.9541606309728,0.939128690171146,43980.601939806,0.632558688465897,0.632558688465897,0.999900009999,0.999900009999,0,NoJoin
0.617747147323957,0.66649056504057,0.643867784696258,-0.61379329358896,-0.0529951003683707,0.955749325465736,0.94069235621416,42240.7759224078,0.631412142501307,0.617747147323957,0.998366388875371,0.999900009999,0,NoJoin
0.615650621523077,0.660006837097507,0.63751762698142,-0.614075171267633,-0.013589545703048,0.955974627557937,0.941043742913737,41347.8652134787,0.616374879093207,0.615650621523077,0.999818589218071,0.999900009999,0,NoJoin
0.22410531216272,0.274854407679186,0.247912286835618,-0.117628126240094,-0.182716898147137,1,1,22630.7369263074,0.230367299848627,0.228066447931355,0.999164101737135,0.999434371740076,0,NoJoin
0.0779747974930409,0.151786762241049,0.109101957549678,0.012523870942817,-0.0778656203738537,1,1,622.937706229377,0.0938352400582976,0.0837583320863832,0.998828823488261,0.999509134155029,0,NoJoin
0.158384878727589,0.210861490234605,0.190651468992689,-0.100978376425205,-0.0930396840645506,1,0.994592278573989,40041.99580042,0.181942287534876,0.159569242021992,0.998318396354229,0.999820373761707,0,NoJoin
0.24147821701513,0.294770334351242,0.270909778772779,-0.088883934914793,-0.214290685362851,0.994442878916366,0.989065208853106,39103.0896910309,0.263669548338482,0.245544870798185,0.998418244363662,0.999628141226501,0,NoJoin
0.892093860646364,0.964248187227224,0.929774323217704,-0.889984007941303,-0.0249340459511246,0.990649738857083,0.947823593354106,61949.8050194981,0.921940605121312,0.907494820739769,0.99799099284345,0.998914043505446,0,NoJoin
0.895294931937596,0.965661728228806,0.930814215018053,-0.877889566430891,-0.146185047249425,0.990446544038451,0.947629182720768,61010.898910109,0.911390104462753,0.902907443018093,0.99886985707991,0.999412515325233,0,NoJoin
0.746199838208748,0.84159246886946,0.793243549470001,-0.743561691979585,-0.0123958872566165,1,0.961971714386612,21463.8536146385,0.76086404353698,0.76086404353698,0.998952313224373,0.998952313224373,0,NoJoin
0.0814940104598444,0.130613906467934,0.0977351320029376,-0.0780581406275702,0.025411713618227,1,0.997479264752574,318.968103189681,0.0873974634535573,0.0853655241505403,0.999263751093763,0.999482656851671,0,NoJoin
0.161879550605535,0.215958044922997,0.186992995596958,-0.161615324665711,0.0226524600110609,0.991404395877008,0.988905327871868,936.906309369063,0.181773727234669,0.168400330009158,0.99777745902331,0.999203300327357,0,NoJoin
0.0581228862689776,0.11603156626333,0.0892739262944158,-0.0580295079377735,0.0226524600110609,1,1,196.980301969803,0.0947835728338671,0.0789184828629198,0.995951959139473,0.997656664077569,0,NoJoin
0.761473426813259,0.814522023600589,0.78985576311895,-0.755054277068957,-0.0686250880649054,0.981350085642178,0.931670866611601,25758.4241575842,0.784014675935178,0.77034629715999,0.997640251189772,0.99900928466171,0,NoJoin
0.660809540924749,0.71701977395583,0.692726641287011,-0.65146846034102,-0.0661328377398222,0.991378291542487,0.938818916870297,25018.498150185,0.699430853562739,0.682995676075503,0.995995110838917,0.997653094218059,0,NoJoin
0.575878245794524,0.629000881869775,0.604530821958126,-0.565899465012876,-0.0704942582800761,1,0.9469835328042,24573.5426457354,0.605656407202695,0.584884833607654,0.996860396226456,0.998978706542598,0,NoJoin
0.109558746171695,0.184792750525486,0.144713173405403,-0.107542481954082,0.0235359156441321,1,0.999109264682815,321.967803219678,0.116703745330191,0.116703745330191,0.999093474339199,0.999093474339199,0,NoJoin
0.240797814311037,0.32880234041828,0.2830952290091,-0.240344194454026,0.020869033748251,0.985388795232249,0.984511074631178,940.905909409059,0.254928061721923,0.254928061721923,0.998329478863943,0.998329478863943,0,NoJoin
0.101674986029917,0.178333453498227,0.138406300684455,-0.101674272063982,0.0265413396460045,1,1,242.975702429757,0.136771177840486,0.115796513947485,0.995947266597987,0.998305792531321,0,NoJoin
